UserID;CardID;CardBrandID;CardType;CardNumber;CardLastDigit;Expires;CVV;HasChip;CreditLimit
302;1;DSV;Credit;6219867119924880;4880;2022-11-01;425;YES;8800
302;2;MSC;Debit;5762936498559210;9210;2023-04-01;657;YES;13946
302;3;VSA;Debit;4941352079368760;8760;2020-07-01;963;NO;25529
304;0;MSC;Debit;5280939323100570;570;2023-07-01;909;YES;10691
304;2;MSC;Credit;5042100576719650;9650;2022-07-01;939;YES;4900
304;3;MSC;Debit;5128552449628280;8280;2020-07-01;95;YES;14661
305;0;MSC;Credit;5529511387485530;5530;2020-12-01;568;YES;6900
305;1;VSA;Credit;4069972993083770;3770;2022-01-01;328;YES;5400
306;0;MSC;Debit;5676668792174420;4420;2024-07-01;869;YES;2725
306;1;DSV;Credit;6525938932537500;7500;2020-02-01;511;YES;19600
307;0;VSA;Debit;4739603201770870;870;2023-07-01;48;YES;2572
307;1;MSC;Credit;5445286323617900;7900;2022-12-01;212;YES;5000
307;2;DSV;Credit;6350687054576800;6800;2013-12-01;840;YES;10300
307;3;AMX;Credit;368765630381398;1398;2018-06-01;731;YES;11400
308;0;MSC;Debit;5569049232811430;1430;2020-02-01;598;YES;9230
309;0;MSC;Debit;5032880040092410;2410;2024-06-01;626;YES;11203
309;1;MSC;Debit;5634291050750000;0;2021-02-01;759;YES;12369
309;2;VSA;Credit;4776334530519580;9580;2017-09-01;925;YES;7900
309;3;MSC;Debit;5982817665927230;7230;2014-10-01;390;YES;20362
309;4;MSC;Debit;5355473722620840;840;2021-05-01;63;YES;13529
310;0;DSV;Credit;6183952528759940;9940;2022-12-01;831;YES;16800
310;1;DSV;Credit;6675475462886910;6910;2022-10-01;64;YES;7100
310;2;VSA;Credit;4444532245535170;5170;2020-11-01;623;YES;9600
311;1;MSC;Debit;5596909204961650;1650;2020-04-01;708;YES;16818
311;2;MSC;Debit;5702444920277810;7810;2021-08-01;137;YES;12358
311;3;AMX;Credit;313237641072547;2547;2011-10-01;951;YES;8100
311;4;VSA;Credit;4654712521098390;8390;2020-03-01;269;YES;9800
312;0;MSC;Credit;5496286717273450;3450;2021-11-01;8;YES;6000
313;0;MSC;Debit;5366247073382590;2590;2021-04-01;515;YES;18776
314;0;VSA;Credit;4786002952683420;3420;2022-03-01;965;YES;9300
314;1;DSV;Credit;6210885893076470;6470;2021-06-01;895;YES;8000
314;2;MSC;Debit;5965800518603810;3810;2021-09-01;609;NO;11194
314;3;VSA;Debit;4331686299440620;620;2023-04-01;525;YES;12754
314;4;VSA;Credit;4765714337874830;4830;2024-08-01;983;YES;9700
315;0;MSC;Debit;5591077047400630;630;2020-09-01;615;YES;17936
315;1;AMX;Credit;313916461304111;4111;2021-01-01;852;YES;8500
316;0;VSA;Debit;4120824887309570;9570;2023-06-01;110;YES;24826
317;0;VSA;Debit;4637531059933420;3420;2020-03-01;640;YES;27091
318;1;AMX;Credit;349565330549626;9626;2020-04-01;178;NO;14600
318;2;MSC;Credit;5923231174018250;8250;2021-11-01;392;YES;13500
318;3;MSC;Debit;5851845913045150;5150;2023-09-01;71;YES;27132
319;0;MSC;Debit;5023863713584510;4510;2024-12-01;457;YES;10400
319;1;MSC;Debit;5664895156333060;3060;2020-07-01;500;YES;43169
319;2;MSC;Debit;5486901761554150;4150;2023-10-01;258;YES;5269
319;3;MSC;Debit;5820221852405540;5540;2024-12-01;380;YES;48370
319;4;VSA;Credit;4115686759373550;3550;2019-11-01;996;YES;17100
320;0;MSC;Debit;5904146428140240;240;2020-12-01;277;YES;2656
320;1;MSC;Credit;5770203026188610;8610;2024-10-01;676;YES;7800
320;2;DSV;Credit;6689214851949610;9610;2020-03-01;740;YES;13400
320;3;MSC;Debit;5911600183016110;6110;2023-08-01;315;NO;16726
321;0;VSA;Debit;4750958043493030;3030;2024-12-01;269;YES;30162
321;1;MSC;Debit;5776356381459180;9180;2010-10-01;394;YES;19970
321;2;MSC;Debit;5723126586825330;5330;2024-05-01;268;YES;31199
321;3;MSC;Debit;5916860407845350;5350;2024-10-01;827;YES;14983
321;4;MSC;Debit;5826782239602490;2490;2014-10-01;629;YES;18491
322;0;VSA;Debit;4575519144263670;3670;2021-08-01;618;YES;23094
322;1;VSA;Credit;4587193711138820;8820;2022-10-01;166;YES;18300
322;2;MSC;Debit;5672981759485190;5190;2024-02-01;676;YES;31907
322;3;VSA;Debit;4306238627611070;1070;2020-10-01;588;YES;32761
323;0;MSC;Debit;5359168203636420;6420;2024-04-01;84;YES;11105
324;0;MSC;Debit;5778485837801730;1730;2021-08-01;852;YES;32267
324;1;MSC;Debit;5517971919199340;9340;2021-09-01;792;YES;30670
326;0;VSA;Debit;4509551449788690;8690;2020-07-01;152;YES;13821
326;1;VSA;Credit;4723027876552510;2510;2021-05-01;423;YES;14400
326;2;MSC;Credit;5700626457783200;3200;2010-10-01;713;YES;13300
326;3;VSA;Credit;4144931322114010;4010;2014-08-01;312;NO;9300
327;0;MSC;Debit;5678294553512470;2470;2022-08-01;15;YES;8580
327;1;MSC;Credit;5771046456944700;4700;2023-10-01;53;YES;6600
328;0;VSA;Debit;4466627264365740;5740;2014-06-01;238;YES;12783
328;1;MSC;Debit;5085144478543460;3460;2021-05-01;100;YES;14321
328;2;VSA;Debit;4814031516576160;6160;2020-12-01;804;YES;14488
328;3;VSA;Debit;4031726246937830;7830;2020-01-01;126;NO;16116
329;0;VSA;Credit;4900994567069760;9760;2021-07-01;24;YES;14800
331;0;VSA;Debit;4249908788734060;4060;2024-07-01;892;YES;36546
331;1;MSC;Debit;5056109817639740;9740;2021-08-01;165;YES;18462
331;2;AMX;Credit;329808568475348;5348;2021-06-01;259;NO;13300
331;4;AMX;Credit;394844235507928;7928;2023-09-01;682;YES;11200
332;0;MSC;Debit;5552351757816490;6490;2020-02-01;588;YES;30074
332;1;MSC;Debit;5613352979417300;7300;2016-05-01;681;YES;7589
332;2;MSC;Debit;5210754741357770;7770;2014-12-01;402;NO;27112
333;0;MSC;Credit;5765975770169360;9360;2021-02-01;740;YES;16700
333;1;VSA;Debit;4045887901142820;2820;2013-07-01;54;YES;24968
333;2;MSC;Debit;5711629583407530;7530;2012-01-01;577;YES;16751
333;3;MSC;Debit;5047582065725200;5200;2021-07-01;601;YES;12852
333;4;DSV;Credit;6973723422438310;8310;2023-11-01;526;NO;10200
334;0;VSA;Credit;4605636273246100;6100;2022-05-01;245;YES;5600
335;0;MSC;Debit;5927769013167970;7970;2006-12-01;774;YES;9609
336;1;MSC;Debit;5796139864739320;9320;2018-05-01;474;YES;12194
337;0;MSC;Debit;5875716871084900;4900;2020-01-01;798;YES;12636
337;1;VSA;Credit;4351530526237150;7150;2020-02-01;164;YES;0
338;0;MSC;Debit;5084690936737000;7000;2020-02-01;476;YES;8024
338;1;VSA;Debit;4372448627686760;6760;2020-11-01;569;YES;8902
338;2;VSA;Debit;4183588454885680;5680;2020-11-01;323;NO;8081
339;0;MSC;Debit;5826930335951620;1620;2023-06-01;803;YES;9773
339;1;MSC;Debit;5040609131348650;8650;2023-12-01;98;YES;13130
340;0;MSC;Debit;5335622486722960;2960;2023-10-01;617;YES;9953
341;0;AMX;Credit;302128691810206;206;2021-11-01;236;YES;9000
341;1;MSC;Debit;5947766191531250;1250;2024-10-01;760;YES;11415
341;2;VSA;Credit;4371359117883350;3350;2022-05-01;931;YES;1900
342;0;MSC;Debit;5050180938587170;7170;2021-07-01;518;YES;405
343;0;MSC;Debit;5228295335343430;3430;2011-03-01;82;NO;23907
343;1;VSA;Credit;4963325399756420;6420;2022-06-01;180;YES;15500
343;2;VSA;Debit;4540572558695830;5830;2020-08-01;540;YES;3415
344;0;VSA;Credit;4662965490409080;9080;2023-04-01;240;YES;8500
344;1;VSA;Debit;4170396856656250;6250;2020-03-01;831;YES;11473
344;2;MSC;Debit;5568405807581710;1710;2022-07-01;187;YES;23932
344;3;MSC;Debit;5304746158026150;6150;2013-08-01;249;YES;9614
345;0;MSC;Debit;5761678069979330;9330;2020-02-01;725;YES;58709
345;2;VSA;Debit;4247339520232390;2390;2022-07-01;598;YES;24401
346;0;MSC;Debit;5472231620359220;9220;2016-01-01;726;YES;3628
347;0;VSA;Debit;4182923459647400;7400;2020-02-01;603;YES;47359
347;1;VSA;Debit;4866080343433200;3200;2010-05-01;1;YES;41205
347;2;MSC;Credit;5328878941102910;2910;2016-03-01;847;YES;17400
348;0;MSC;Debit;5785225381364910;4910;2022-04-01;851;YES;17688
348;1;MSC;Credit;5056180854217530;7530;2021-10-01;183;YES;15000
348;2;MSC;Debit;5192100992523220;3220;2023-03-01;276;YES;27075
348;3;DSV;Credit;6099048775831280;1280;2022-04-01;120;YES;13700
348;4;MSC;Credit;5730775331108600;8600;2024-04-01;910;YES;19000
349;0;DSV;Credit;6670752769501820;1820;2014-04-01;213;NO;14300
349;1;VSA;Credit;4016664416211100;1100;2024-05-01;840;YES;7600
349;2;MSC;Debit;5835488238900100;100;2020-11-01;203;NO;13788
349;3;MSC;Debit;5942817121899540;9540;2022-08-01;408;YES;20801
350;0;VSA;Debit;4483206793672490;2490;2024-06-01;339;YES;19015
350;1;VSA;Debit;4030476430498480;8480;2013-07-01;437;YES;2181
350;2;VSA;Credit;4952050120824100;4100;2023-05-01;167;YES;6400
351;1;MSC;Debit;5764720476661120;1120;2023-08-01;350;NO;12907
351;2;MSC;Credit;5649118777959740;9740;2022-05-01;123;YES;6500
351;3;DSV;Credit;6905561508213690;3690;2024-11-01;902;YES;7100
352;0;MSC;Debit;5167739038207670;7670;2020-02-01;35;YES;12353
352;3;MSC;Debit;5608799929769380;9380;2024-01-01;653;YES;18526
353;0;VSA;Debit;4751759256983270;3270;2023-12-01;978;YES;6513
353;1;MSC;Debit;5827922070073560;3560;2020-08-01;665;YES;5044
354;0;VSA;Debit;4964837149375450;5450;2023-08-01;692;NO;25079
354;1;VSA;Debit;4786456074959150;9150;2024-04-01;463;YES;39578
354;2;VSA;Debit;4780113572248860;8860;2022-10-01;498;YES;36641
355;0;VSA;Debit;4732187570005930;5930;2023-11-01;875;YES;1083
355;1;MSC;Debit;5579968242146940;6940;2021-03-01;908;YES;9628
356;0;AMX;Credit;364782097416183;6183;2024-09-01;787;YES;13500
356;1;VSA;Debit;4332848097947140;7140;2019-05-01;247;YES;12512
356;2;VSA;Debit;4874200877830190;190;2023-04-01;234;YES;21442
357;0;VSA;Debit;4123430883366050;6050;2022-06-01;929;NO;22700
358;1;VSA;Credit;4977439177902700;2700;2023-10-01;725;YES;1300
358;2;VSA;Debit;4083830555953340;3340;2019-09-01;35;YES;40984
359;0;MSC;Debit;5000642222050140;140;2016-01-01;949;YES;19536
359;1;MSC;Debit;5706945213874110;4110;2009-02-01;808;YES;9044
359;2;VSA;Credit;4880127142903320;3320;2024-05-01;582;NO;12500
360;0;MSC;Debit;5709350938591090;1090;2021-09-01;841;YES;2338
360;1;AMX;Credit;340249970172495;2495;2024-07-01;789;YES;3900
361;0;VSA;Debit;4969931231497490;7490;2019-11-01;728;YES;12528
361;1;MSC;Debit;5065991934613610;3610;2020-03-01;444;YES;19756
361;2;MSC;Debit;5074153322431980;1980;1999-10-01;15;YES;2042
362;0;DSV;Credit;6343000201050370;370;2020-06-01;991;YES;8300
362;1;MSC;Debit;5176991873510830;830;2022-04-01;744;YES;8571
363;0;MSC;Debit;5193598337004770;4770;2020-08-01;655;YES;19369
363;2;MSC;Debit;5169330864187600;7600;2020-10-01;927;YES;15127
363;3;DSV;Credit;6575727919683830;3830;2022-03-01;371;YES;9400
363;4;VSA;Credit;4254671354232310;2310;2022-06-01;566;YES;5400
364;0;MSC;Debit;5639231472661420;1420;2006-06-01;482;YES;17167
365;0;MSC;Debit;5974521557482720;2720;2020-08-01;89;YES;25048
365;1;AMX;Credit;373196972571995;1995;2022-08-01;333;YES;25600
365;2;MSC;Debit;5145075395048640;8640;2020-07-01;818;YES;17257
365;3;MSC;Debit;5446247483875540;5540;2022-02-01;977;NO;31829
365;4;MSC;Debit;5138861544730250;250;2014-09-01;695;YES;3991
366;0;MSC;Debit;5200497031723070;3070;2021-11-01;790;YES;21726
366;1;VSA;Debit;4410595521974950;4950;2020-08-01;468;YES;15063
366;2;MSC;Debit;5979251671199850;9850;2020-01-01;949;YES;12596
367;0;VSA;Debit;4977782671344110;4110;2009-01-01;467;NO;6335
367;2;VSA;Credit;4453479289853590;3590;2020-01-01;438;YES;8100
367;3;VSA;Credit;4484651040009260;9260;2023-04-01;400;YES;8900
368;0;AMX;Credit;397408628397205;7205;2024-01-01;358;YES;16000
368;1;MSC;Debit;5131315390682570;2570;2011-04-01;260;YES;19304
368;2;VSA;Debit;4667539931017680;7680;2020-10-01;724;YES;36548
368;3;MSC;Debit;5494695767588580;8580;2023-12-01;105;YES;10354
368;4;DSV;Credit;6059981259285360;5360;2024-08-01;661;YES;8000
369;0;MSC;Debit;5070126203216170;6170;2020-01-01;795;YES;1559
369;1;MSC;Debit;5293367010895790;5790;2020-02-01;489;YES;15100
370;0;MSC;Debit;5695371675609170;9170;2023-12-01;110;YES;51302
371;0;VSA;Credit;4613780379002620;2620;2021-10-01;881;YES;15800
371;1;VSA;Credit;4349828024185760;5760;2020-11-01;209;YES;16800
371;2;VSA;Debit;4831547258942100;2100;2021-11-01;45;NO;2508
371;3;VSA;Credit;4030101439693860;3860;2022-12-01;924;NO;2600
372;0;MSC;Debit;5598838646522270;2270;2022-05-01;590;YES;4851
373;0;MSC;Credit;5688444191664890;4890;2023-06-01;723;YES;7300
373;1;MSC;Debit;5787876223130820;820;2024-03-01;137;YES;18540
373;2;MSC;Debit;5145746225869380;9380;2014-02-01;37;NO;4072
373;3;MSC;Debit;5867870962214060;4060;2020-02-01;278;YES;1744
374;0;MSC;Debit;5905144281673760;3760;2020-02-01;324;YES;17767
374;2;VSA;Debit;4078070579143810;3810;2022-05-01;725;YES;23011
374;3;MSC;Debit;5320540849135700;5700;2023-10-01;66;YES;21160
374;4;MSC;Debit;5318581534984740;4740;2021-12-01;914;NO;21291
375;0;VSA;Credit;4905977959597100;7100;2020-10-01;543;YES;19100
376;0;MSC;Debit;5285784915006140;6140;2020-03-01;790;YES;7834
377;0;VSA;Debit;4563146572171390;1390;2020-12-01;510;YES;38317
377;1;VSA;Debit;4817273521248160;8160;2023-10-01;706;YES;55693
377;2;VSA;Debit;4423423702094840;4840;2020-11-01;362;YES;40710
377;3;MSC;Debit;5614281662886510;6510;2024-12-01;906;YES;61355
378;0;MSC;Credit;5723992473008280;8280;2020-02-01;298;YES;5300
378;1;MSC;Credit;5568613598314700;4700;2022-06-01;926;YES;15800
379;0;MSC;Debit;5809559236815240;5240;2020-01-01;643;YES;26219
379;1;DSV;Credit;6649382937549500;9500;2020-02-01;898;YES;20400
380;0;MSC;Debit;5578581367019950;9950;2020-03-01;532;YES;28066
380;1;VSA;Credit;4995777639723020;3020;2024-06-01;153;NO;19500
380;2;MSC;Credit;5618927130201350;1350;2020-04-01;47;YES;15100
381;0;MSC;Debit;5504388217788240;8240;2022-09-01;389;YES;9059
381;1;MSC;Credit;5765192294312480;2480;2024-03-01;244;YES;6300
381;2;MSC;Debit;5049590350537180;7180;2017-12-01;287;YES;12793
381;3;MSC;Credit;5171047603573610;3610;2020-05-01;472;YES;7800
382;0;VSA;Credit;4304336989685850;5850;2022-10-01;38;YES;14000
383;1;MSC;Credit;5182039113510180;180;2024-12-01;533;YES;15400
384;0;MSC;Debit;5178588521108550;8550;2021-04-01;647;YES;28747
385;1;DSV;Credit;6133343341617020;7020;2010-12-01;252;NO;9700
385;2;VSA;Credit;4013077897978410;8410;2013-10-01;359;YES;8600
385;4;MSC;Debit;5160679758487900;7900;2015-04-01;716;YES;19629
386;0;MSC;Debit;5208287929207580;7580;2022-01-01;668;YES;20769
386;1;AMX;Credit;382500319012149;2149;2022-12-01;443;YES;12100
386;2;MSC;Debit;5568206290590570;570;2023-06-01;658;YES;16371
386;3;MSC;Credit;5316978994490030;30;2020-10-01;145;YES;12500
386;4;MSC;Debit;5548416164877890;7890;2020-02-01;573;YES;18976
387;0;MSC;Debit;5124149352966220;6220;2022-07-01;255;YES;26147
389;0;VSA;Credit;4098957147259100;9100;2024-01-01;427;YES;7100
389;1;VSA;Debit;4728985692143250;3250;2021-05-01;894;YES;13964
390;0;VSA;Credit;4914230230023480;3480;2020-11-01;149;YES;12000
390;1;MSC;Debit;5503346026525350;5350;2021-07-01;281;YES;14710
390;2;MSC;Credit;5625623929407720;7720;2024-02-01;413;NO;5600
390;3;AMX;Credit;340690023329145;9145;2007-05-01;921;YES;13600
390;4;MSC;Debit;5836255998556360;6360;2023-01-01;124;YES;14592
391;0;MSC;Debit;5144019472845640;5640;2024-03-01;991;YES;16791
391;1;MSC;Debit;5401708824823360;3360;2024-09-01;387;YES;15909
391;2;MSC;Debit;5090437031916520;6520;2022-06-01;678;NO;13466
392;0;MSC;Debit;5427512329623870;3870;2020-11-01;476;YES;5066
392;1;VSA;Debit;4270727314191300;1300;2024-09-01;431;YES;13452
393;0;VSA;Debit;4609363841131490;1490;2020-01-01;250;YES;17652
393;1;VSA;Debit;4092359255548680;8680;2018-07-01;548;YES;22566
393;3;MSC;Debit;5884169220100950;950;2009-02-01;380;YES;17860
393;4;VSA;Debit;4739129887814770;4770;2024-12-01;840;YES;13635
394;0;MSC;Credit;5428449359468270;8270;2024-05-01;692;YES;13500
395;0;VSA;Debit;4011659941572560;2560;2023-01-01;523;YES;24501
395;1;VSA;Credit;4281818687372220;2220;2020-11-01;956;YES;15100
395;2;MSC;Debit;5537300534138480;8480;2023-07-01;933;YES;14709
395;3;MSC;Debit;5770348525427380;7380;2020-08-01;914;NO;45782
396;0;MSC;Debit;5089550241614490;4490;2020-02-01;625;YES;18292
396;1;AMX;Credit;357731604070533;533;2020-05-01;270;YES;13400
396;2;VSA;Credit;4760959420776140;6140;2021-05-01;81;YES;11100
397;0;VSA;Debit;4559380028737070;7070;2023-01-01;791;YES;33397
398;1;VSA;Credit;4609960492769090;9090;2023-03-01;512;YES;5400
398;2;AMX;Credit;371780853319378;9378;2021-06-01;461;YES;11000
398;3;VSA;Debit;4717280495507380;7380;2012-03-01;268;YES;8374
399;0;MSC;Debit;5630819721997630;7630;2021-03-01;160;YES;23691
399;1;VSA;Debit;4536093921633360;3360;2023-12-01;783;YES;15817
399;2;MSC;Debit;5403878573257240;7240;2024-06-01;553;YES;36912
400;0;VSA;Debit;4752300617048430;8430;2021-09-01;511;YES;36976
401;0;MSC;Debit;5298405785595860;5860;2022-06-01;451;YES;52121
402;0;MSC;Debit;5969880085380230;230;2024-03-01;832;YES;12564
402;1;VSA;Debit;4719376429761060;1060;2021-05-01;716;YES;15981
403;0;VSA;Debit;4465904146461420;1420;2007-12-01;172;YES;12758
403;2;MSC;Debit;5753826788441340;1340;2017-10-01;195;YES;13209
404;0;MSC;Debit;5845664736410400;400;2024-09-01;157;YES;11254
404;1;MSC;Debit;5815197990139660;9660;2024-05-01;528;YES;16703
404;2;DSV;Credit;6863075164690670;670;2020-11-01;357;YES;7300
404;3;MSC;Credit;5190363040476840;6840;2022-08-01;377;YES;8600
405;0;VSA;Debit;4435091514671780;1780;2013-10-01;429;YES;17173
405;1;VSA;Credit;4610283928454570;4570;2020-03-01;340;YES;22000
405;2;MSC;Debit;5402165032954530;4530;2009-11-01;383;YES;29739
406;0;MSC;Debit;5604853881293160;3160;2020-02-01;942;YES;12905
406;1;MSC;Debit;5304174233835470;5470;2022-10-01;603;YES;447
406;2;MSC;Debit;5018201035940900;900;2014-02-01;623;YES;22100
406;3;VSA;Debit;4364504555846510;6510;2024-03-01;787;YES;7616
407;0;MSC;Debit;5820532728475050;5050;2021-07-01;136;YES;17665
407;1;MSC;Debit;5693890310196690;6690;2024-09-01;794;YES;12551
407;2;AMX;Credit;329884815703027;3027;2022-05-01;818;YES;7400
408;0;MSC;Debit;5495606147026040;6040;2024-06-01;810;YES;14223
408;1;DSV;Credit;6439934247827370;7370;2012-03-01;549;NO;11200
408;2;MSC;Credit;5903180777410760;760;2020-02-01;618;YES;14000
409;0;VSA;Debit;4254478565698360;8360;2020-02-01;642;YES;13547
410;0;MSC;Debit;5366108681709750;9750;2022-06-01;691;YES;12626
410;1;MSC;Debit;5559631785400350;350;2024-07-01;138;YES;17042
410;2;MSC;Debit;5868987765320420;420;2024-01-01;849;YES;11930
411;0;MSC;Debit;5921343520642550;2550;2013-12-01;630;YES;10442
411;1;MSC;Debit;5576058870888170;8170;2023-08-01;200;YES;23296
412;0;VSA;Debit;4436697575956440;6440;2015-06-01;894;YES;19555
412;1;MSC;Debit;5217920627763470;3470;2020-02-01;902;YES;22310
413;0;MSC;Credit;5503548049749430;9430;2021-02-01;850;NO;14800
413;1;VSA;Credit;4669390579436580;6580;2020-03-01;661;YES;11300
413;3;MSC;Debit;5622935637285350;5350;2024-05-01;799;YES;24090
414;0;MSC;Debit;5700169734076820;6820;2011-05-01;638;YES;18138
414;2;MSC;Debit;5107151477861230;1230;2021-06-01;365;YES;23016
414;3;VSA;Debit;4753063175082230;2230;2020-02-01;352;YES;35791
415;0;MSC;Debit;5604896104987540;7540;2022-07-01;330;YES;15116
416;0;VSA;Credit;4096689962299780;9780;2022-08-01;25;YES;8000
416;1;AMX;Credit;349159635383087;3087;2023-01-01;386;YES;2200
416;2;VSA;Credit;4538277638033300;3300;2024-10-01;387;YES;6800
416;3;MSC;Debit;5738438340474110;4110;2020-03-01;798;YES;427
417;0;MSC;Debit;5361639254366090;6090;2002-02-01;26;YES;22112
417;1;VSA;Debit;4815373260593640;3640;2018-04-01;733;YES;10211
417;2;MSC;Debit;5363716613146250;6250;2008-12-01;937;YES;11940
417;3;VSA;Credit;4234252140022110;2110;2021-09-01;115;YES;7400
418;0;MSC;Debit;5907512722234560;4560;2014-01-01;855;YES;3843
419;1;MSC;Debit;5969614895288920;8920;2020-02-01;729;YES;21227
419;2;MSC;Debit;5183544081050280;280;2022-05-01;754;YES;21943
420;0;MSC;Debit;5274657041301970;1970;2020-04-01;436;YES;47833
420;1;AMX;Credit;337116884587546;7546;2018-09-01;164;NO;13400
420;2;AMX;Credit;339154209082656;2656;2010-09-01;909;YES;21700
421;0;MSC;Debit;5489847637452260;2260;2022-05-01;32;YES;19122
421;1;VSA;Debit;4312743637718040;8040;2019-11-01;556;YES;17245
421;2;MSC;Debit;5312379293764300;4300;2022-06-01;244;NO;17564
421;3;VSA;Credit;4678372291668320;8320;2020-07-01;966;YES;14100
422;0;AMX;Credit;380507615759333;9333;2021-07-01;194;YES;11400
422;1;MSC;Debit;5643186470669850;9850;2022-09-01;12;YES;18281
423;0;MSC;Debit;5498308482575220;5220;2021-03-01;952;YES;14471
423;1;MSC;Debit;5252283992419480;9480;2024-04-01;136;YES;11399
423;2;MSC;Credit;5795691987889820;9820;2011-04-01;416;YES;12400
424;0;VSA;Debit;4980412921853270;3270;2021-04-01;28;YES;27520
424;1;VSA;Debit;4537266913886100;6100;2022-04-01;787;YES;38648
424;2;MSC;Debit;5817981997085180;5180;2008-08-01;755;YES;41051
424;3;AMX;Credit;353090863754405;4405;2014-03-01;451;YES;19300
424;4;MSC;Debit;5693655667464240;4240;2023-12-01;500;YES;9683
425;0;MSC;Debit;5919043204819590;9590;2020-02-01;711;NO;15061
425;1;MSC;Debit;5159330722218970;8970;2022-02-01;857;YES;16652
425;2;MSC;Debit;5609056029992560;2560;2020-02-01;7;YES;10970
425;3;VSA;Debit;4461414789391510;1510;2021-03-01;277;YES;15458
425;4;MSC;Debit;5955587375467600;7600;2020-07-01;522;YES;11475
427;0;MSC;Debit;5406659343798230;8230;2022-12-01;868;YES;14408
427;1;MSC;Debit;5268706720915460;5460;2020-07-01;202;YES;18035
427;2;MSC;Debit;5007147574833880;3880;2022-04-01;560;YES;16786
427;3;VSA;Debit;4345682874994560;4560;2020-02-01;331;YES;12009
428;0;DSV;Credit;6315959001873780;3780;2021-04-01;118;YES;6800
428;1;MSC;Credit;5887964726362350;2350;2021-07-01;671;YES;10300
428;2;MSC;Debit;5944670401278170;8170;2021-03-01;806;YES;16274
429;0;MSC;Credit;5744439609691200;1200;2020-01-01;662;YES;28000
429;1;VSA;Debit;4771002709933860;3860;2024-04-01;374;YES;4201
430;0;DSV;Credit;6396980306370670;670;2015-10-01;37;YES;25300
430;1;VSA;Debit;4957823817777300;7300;2022-03-01;413;YES;40350
430;2;VSA;Credit;4021539917884480;4480;2018-08-01;497;YES;22500
430;3;VSA;Debit;4361392563969790;9790;2023-10-01;417;YES;26110
431;1;MSC;Debit;5690579854372420;2420;2020-09-01;790;YES;24886
431;2;VSA;Debit;4102843004395640;5640;2022-07-01;452;YES;12257
431;3;MSC;Debit;5778432883626950;6950;2020-01-01;217;NO;27489
432;0;VSA;Credit;4335011442006830;6830;2022-07-01;412;YES;9700
432;1;MSC;Debit;5131116413550840;840;2024-03-01;615;YES;11712
432;2;AMX;Credit;394151199374199;4199;2020-02-01;175;YES;5900
432;3;VSA;Debit;4684821008065660;5660;2021-04-01;164;YES;10318
433;0;MSC;Debit;5883802092372510;2510;2014-12-01;346;YES;3836
433;1;VSA;Credit;4495172888223800;3800;2023-12-01;269;YES;13200
434;0;AMX;Credit;325863166103877;3877;2020-01-01;936;YES;13800
435;0;MSC;Debit;5219464488355600;5600;2022-09-01;80;YES;7767
436;0;VSA;Debit;4702266560105450;5450;2022-09-01;749;YES;14999
436;1;MSC;Debit;5215769270589140;9140;2024-01-01;897;YES;9281
436;2;VSA;Debit;4514228052643760;3760;2024-03-01;763;NO;15512
437;1;VSA;Debit;4878301968196160;6160;2022-09-01;33;YES;10564
438;0;MSC;Debit;5687094950907390;7390;2019-08-01;289;YES;13206
438;1;VSA;Debit;4877797934126600;6600;2024-08-01;237;YES;11809
438;2;DSV;Credit;6773009361532100;2100;2024-06-01;38;YES;8800
439;0;VSA;Debit;4194422558945680;5680;2018-05-01;208;NO;29793
439;2;MSC;Debit;5164347231652880;2880;2024-04-01;14;YES;24739
439;3;MSC;Debit;5774618783513730;3730;2020-01-01;902;YES;32447
439;4;AMX;Credit;335499499050062;62;2020-11-01;520;NO;20900
440;0;VSA;Debit;4208678188310570;570;2024-05-01;462;YES;23912
440;1;AMX;Credit;344420840489865;9865;2024-11-01;330;YES;8200
440;2;VSA;Debit;4904264423390550;550;2008-02-01;240;YES;119
440;3;MSC;Debit;5291048760665790;5790;2017-04-01;940;YES;19137
441;0;MSC;Debit;5594052672345390;5390;2021-10-01;748;YES;13609
441;1;VSA;Credit;4009130422427800;7800;2021-02-01;247;YES;8600
442;0;AMX;Credit;303823669078373;8373;2020-02-01;876;YES;27000
442;1;DSV;Credit;6262934801438350;8350;2021-06-01;565;YES;17500
442;2;VSA;Credit;4619139517493570;3570;2020-02-01;681;YES;21000
443;0;MSC;Debit;5250142801861710;1710;2023-02-01;485;YES;9401
443;1;VSA;Debit;4411314646067920;7920;2023-06-01;47;YES;17146
443;2;MSC;Debit;5384107443816530;6530;2021-06-01;90;YES;10863
443;3;MSC;Debit;5291753153918140;8140;2018-07-01;855;YES;9742
444;0;MSC;Credit;5089899761133470;3470;2021-02-01;743;YES;4600
444;1;VSA;Debit;4756400836306000;6000;2022-07-01;401;YES;29925
445;0;MSC;Debit;5551460726922760;2760;2021-07-01;115;YES;10305
446;0;MSC;Credit;5419443574655370;5370;2023-10-01;520;YES;13300
446;2;MSC;Credit;5810850276328480;8480;2020-01-01;877;NO;0
446;3;VSA;Credit;4328702811759370;9370;2022-02-01;564;NO;10600
446;4;MSC;Debit;5054918583369090;9090;2021-03-01;18;YES;1778
447;0;VSA;Debit;4907163278067630;7630;2021-09-01;857;YES;47523
448;0;AMX;Credit;304617902043505;3505;2017-03-01;382;YES;19400
