UserID;Name;BirthDate;CurrentAge;RetirementAge;RetirementStatus;GenderID;Address;City;States;Zipcode;PersonalAnnualIncome;TotalDebt;FICOScore
1001;Brennan Flores;1969-10-01;54;66;Not in Retirement;M;517 Eighth Drive;Huntington;NY;11743;104045;0;734
1002;Paulina Hill;1961-06-01;62;66;Not in Retirement;F;385 Jefferson Avenue;Hendersonville;TN;37075;51316;0;759
1003;Ramona Parker;1954-01-01;69;59;Already in Retirement;F;1105 Second Drive;Dearborn;MI;48124;48690;36262;701
1004;Renee Brooks;2002-02-01;21;65;Not in Retirement;F;1358 Plum Avenue;Lucinda;PA;16235;35311;44783;684
1005;Emmy Gomez;1977-08-01;46;63;Not in Retirement;F;800 Madison Street;Orlando;FL;32808;27354;42226;799
1006;Ainsley Phillips;1963-04-01;60;66;Not in Retirement;F;13 Rose Boulevard;Pawling;NY;12564;63796;82173;730
1007;Marlon Howard;1991-05-01;32;65;Not in Retirement;M;104 First Boulevard;Apex;NC;27502;66237;146680;785
1008;Kai King;1961-07-01;62;66;Not in Retirement;F;427 Essex Lane;Matthews;NC;28105;55569;76181;698
1009;Emmett Morgan;1979-05-01;44;65;Not in Retirement;M;855 Sussex Avenue;Saint Paul;MN;55116;67226;128174;729
1010;Celine Lonsdale;1976-11-01;47;50;Not in Retirement;F;689 Valley Stream Lane;Boxford;MA;1921;106159;144773;703
1011;Brenna Gonzalez;1951-08-01;72;72;Not in Retirement;F;222 Lafayette Lane;Elma;NY;14059;50258;0;686
1012;Keyla Russell;1975-05-01;48;69;Not in Retirement;F;4868 Lake Lane;Huntington Beach;CA;92647;54981;121701;737
1013;Khalil Fernandez;1960-08-01;63;70;Not in Retirement;M;60396 Elm Street;Naples;FL;34104;35590;92603;720
1014;Robert Anwar;1978-05-01;45;67;Not in Retirement;M;469 Pine Street;Belleville;IL;62221;49967;58582;712
1015;Miranda Carter;1989-07-01;34;63;Not in Retirement;F;4788 Jefferson Boulevard;Springfield;OR;97478;37610;64933;586
1016;Tinley Fu;1988-11-01;35;66;Not in Retirement;F;4947 Sussex Boulevard;Bensalem;PA;19020;50599;83732;791
1017;Michael Anwar;1955-10-01;68;67;Already in Retirement;M;8999 Washington Drive;Oceanside;NY;11572;66885;144703;698
1018;Adrienne Wilson;1959-01-01;64;67;Not in Retirement;F;9473 Mill Street;Clifton;NJ;7012;63781;111808;654
1019;Kehlani Torres;1970-07-01;53;65;Not in Retirement;F;836 Bayview Avenue;Tulsa;OK;74137;94733;0;707
1020;Reese Ryan;1970-05-01;53;66;Not in Retirement;M;4882 Mountain View Lane;Kansas City;MO;64124;24598;23019;695
1021;Corey King;1974-01-01;49;66;Not in Retirement;M;434 Bayview Avenue;Cowansville;PA;16218;36440;30574;745
1022;Reagan Butler;1996-01-01;27;65;Not in Retirement;M;716 Bayview Avenue;Hamptonville;NC;27020;31693;98206;719
1023;Aylin Lopez;2000-03-01;23;65;Not in Retirement;F;39 Park Lane;Los Angeles;CA;90022;27494;26097;724
1024;Abdullah Xi;1955-02-01;68;65;Already in Retirement;M;1032 Second Lane;Clifton Springs;NY;14432;20614;14042;711
1025;Rylee El-Mafouk;1938-01-01;85;65;Already in Retirement;F;1437 Madison Lane;Dallas;TX;75238;66999;3140;730
1026;Marcel Myers;1978-04-01;45;61;Not in Retirement;M;4693 Elm Lane;Crestview;FL;32536;38874;64474;672
1027;Julieta Schmidt;1995-01-01;28;69;Not in Retirement;F;834 Elm Avenue;Woodland Park;CO;80863;48017;95549;711
1028;Josie Fernandez;1972-08-01;51;64;Not in Retirement;F;5647 Burns Boulevard;Galliano;LA;70354;44789;94789;638
1029;Ellis Gray;1984-05-01;39;62;Not in Retirement;F;96 Ninth Drive;Atlanta;TX;75551;34143;49839;648
1030;Trey Carter;1936-07-01;87;65;Already in Retirement;M;3241 Park Lane;Albuquerque;NM;87121;16611;1797;696
1031;Sage Thompson;1983-03-01;40;68;Not in Retirement;F;620 River Boulevard;Walla Walla;WA;99362;38496;64688;642
1032;Ivan Anderson;1941-11-01;82;64;Already in Retirement;M;5004 Lake Street;Oklahoma City;OK;73110;31046;11436;706
1033;Noe Sanchez;1982-03-01;41;71;Not in Retirement;M;7954 Wessex Boulevard;Vienna;VA;22182;123540;236393;764
1034;Brooklyn Cook;1954-05-01;69;65;Already in Retirement;F;9052 River Lane;Alcoa;TN;37701;39809;0;775
1035;Eric Lonsdale;1956-01-01;67;65;Already in Retirement;M;25521 First Street;Dublin;GA;31021;34576;81087;683
1036;Estella Price;1945-07-01;78;67;Already in Retirement;F;5064 North Lane;Woodmere;NY;11598;110570;5700;766
1037;Jett Barnes;1992-01-01;31;69;Not in Retirement;M;564 Catherine Lane;Green Bay;WI;54302;34262;60506;846
1038;Maximiliano Carter;1979-12-01;44;71;Not in Retirement;M;9466 Essex Street;Bessemer;AL;35023;40473;54899;689
1039;Juliette Phillips;1986-04-01;37;67;Not in Retirement;F;9761 East Street;Atlanta;GA;30342;96744;128122;838
1040;Miller Powell;1971-08-01;52;70;Not in Retirement;M;884 Tenth Drive;Louisville;MS;39339;31231;40499;681
1041;Tori Macron;1962-05-01;61;65;Not in Retirement;F;992 Forest Street;Allen;TX;75002;66427;103290;779
1042;Andres Lewis;1988-11-01;35;70;Not in Retirement;M;237 Hill Lane;Waco;TX;76707;23469;22976;731
1043;Aydin Long;1989-11-01;34;69;Not in Retirement;M;8687 Ninth Drive;Lakewood;NJ;8701;26519;63979;663
1044;Martha Bailey;1979-08-01;44;64;Not in Retirement;F;6950 Federal Avenue;Ashville;AL;35953;34799;72749;793
1045;Ryann Schmidt;1991-12-01;32;70;Not in Retirement;F;816 Little Creek Lane;Astoria;OR;97103;35194;56006;620
1046;Marie Gray;1991-07-01;32;66;Not in Retirement;F;7004 Mill Drive;Zion;IL;60099;39679;93772;758
1047;Tomas Ross;1952-03-01;71;66;Already in Retirement;M;1 Burns Lane;San Jose;CA;95121;31287;25844;728
1048;Issac Gomez;1993-09-01;30;71;Not in Retirement;M;381 Sussex Avenue;Nolanville;TX;76559;38805;54466;614
1049;Barbara Peterson;1976-04-01;47;67;Not in Retirement;F;4 North Street;Washington;DC;20011;48810;0;799
1050;Owen Johnson;1957-06-01;66;67;Not in Retirement;M;896 Madison Boulevard;Meridian;ID;83646;45450;85218;686
1051;Ellen Sanders;1994-07-01;29;64;Not in Retirement;F;5338 Fifth Boulevard;Union City;NJ;7087;34201;42895;731
1052;Nyla Faraday;1966-03-01;57;64;Not in Retirement;F;5773 River Street;Burney;CA;96013;34137;80467;671
1053;Blaze Davis;1952-12-01;71;67;Already in Retirement;M;388 Third Avenue;Fresno;CA;93727;28357;10400;628
1054;Gabriella Price;1989-08-01;34;62;Not in Retirement;F;9104 Second Avenue;Houston;TX;77081;32343;39656;683
1055;Jewel Smith;2002-01-01;21;68;Not in Retirement;F;2108 Spruce Lane;Sacramento;CA;95825;42142;116857;713
1056;Mekhi Phillips;1989-07-01;34;65;Not in Retirement;M;7691 Ocean View Avenue;New Bern;NC;28560;32985;32764;740
1057;Omari Cook;1937-08-01;86;62;Already in Retirement;M;58 River Avenue;New York;NY;10032;23572;216;590
1058;Kehlani Foster;1994-12-01;29;70;Not in Retirement;F;142 Rose Drive;Springfield;MA;1107;28862;20944;751
1059;Aliana Diaz;1943-10-01;80;68;Already in Retirement;F;2760 Forest Drive;Sioux Falls;SD;57106;31145;5132;689
1060;Amari Masvidal;1956-02-01;67;70;Not in Retirement;F;9505 Martin Luther King Avenue;Modesto;CA;95351;26535;93592;724
1061;Chanel Jackson;1962-02-01;61;70;Not in Retirement;F;901 Oak Street;New Kensington;PA;15068;39796;9452;729
1062;Kyree Phillips;1948-03-01;75;67;Already in Retirement;M;3095 Hill Boulevard;Casper;WY;82604;51703;5371;722
1063;Sutton Harris;1953-12-01;70;66;Already in Retirement;M;350 North Street;Romulus;MI;48174;31175;5846;711
1064;Thiago Roman;1930-11-01;93;73;Already in Retirement;M;89 Wessex Street;Chicago Heights;IL;60411;38761;69;760
1065;Pedro Phillips;1933-11-01;90;62;Already in Retirement;M;3899 Seventh Lane;Jacksonville;FL;32218;33291;695;714
1066;Emerson Faraday;1980-02-01;43;64;Not in Retirement;F;7476 First Lane;Gainesville;FL;32606;52630;68559;725
1067;Tony Walker;1946-12-01;77;64;Already in Retirement;M;6781 Spruce Boulevard;Pacoima;CA;91331;26481;10392;705
1068;Robert Fu;1995-07-01;28;59;Not in Retirement;M;276 12th Boulevard;Chicago;IL;60614;2370;4397;581
1069;Nickolas Neufelder;1960-03-01;63;67;Not in Retirement;M;1362 Norfolk Drive;Montgomery;AL;36111;43021;86014;725
1070;Forrest Wood;2002-01-01;21;68;Not in Retirement;M;392 Rose Drive;Dorchester;MA;2125;44466;3096;709
1071;Roger James;1969-03-01;54;57;Not in Retirement;M;1559 Tenth Street;Tampa;FL;33613;42886;60474;604
1072;Levi Murphy;1984-05-01;39;67;Not in Retirement;M;315 Little Creek Lane;Granite City;IL;62040;37843;40003;697
1073;London Garcia;1985-10-01;38;66;Not in Retirement;M;539 Maple Drive;Kernersville;NC;27284;48398;138998;642
1074;Clementine Carter;1986-10-01;37;66;Not in Retirement;F;26191 George Drive;Detroit;MI;48235;28181;37929;682
1075;Opal Ortiz;1971-10-01;52;65;Not in Retirement;F;7139 Lake Boulevard;Clinton;TN;37716;37422;127116;681
1076;Amy Ryan;1995-03-01;28;54;Not in Retirement;F;5 Hill Avenue;San Diego;CA;92127;91237;231619;594
1077;Davion Xi;1960-04-01;63;65;Not in Retirement;M;9099 Little Creek Drive;Minneapolis;MN;55425;43913;83944;676
1078;Jude James;1982-04-01;41;68;Not in Retirement;M;7559 Forest Boulevard;Hobart;IN;46342;44550;117302;761
1079;Bruce Gonzalez;1945-02-01;78;73;Already in Retirement;M;2842 Littlewood Avenue;Orlando;FL;32825;42806;20432;726
1080;Rowan Rodriguez;1956-12-01;67;65;Already in Retirement;F;4461 Hill Street;Merritt Island;FL;32952;53702;85160;606
1081;Casey El-Mafouk;1933-08-01;90;65;Already in Retirement;F;5220 Lincoln Street;Nashville;TN;37211;38273;1658;765
1082;Ailani Smith;1991-02-01;32;67;Not in Retirement;F;3260 Hillside Lane;Hendersonville;TN;37075;51303;106248;688
1083;Aranza Perez;1975-05-01;48;64;Not in Retirement;F;518 Norfolk Avenue;Jackson;GA;30233;35775;67263;773
1084;Erika El-Mafouk;1948-03-01;75;64;Already in Retirement;F;149 Burns Boulevard;Littleton;CO;80122;67186;29682;692
1085;Morgan Gao;1972-07-01;51;67;Not in Retirement;M;30 First Lane;Johnstown;OH;43031;46763;65106;696
1086;Ayden Kelley;1958-02-01;65;70;Not in Retirement;M;142 Catherine Street;Mission;TX;78572;29110;23504;699
1087;Isaias Abe;1929-10-01;94;62;Already in Retirement;M;3019 Elm Drive;Vineland;NJ;8360;41831;1100;615
1088;Kylie Mitchell;1978-01-01;45;65;Not in Retirement;F;606 Spruce Boulevard;Reading;PA;19607;49117;42380;769
1089;Mallory Morgan;1950-04-01;73;70;Already in Retirement;F;128 Main Street;Middleton;WI;53562;68930;72619;768
1090;Raelynn Williams;1952-01-01;71;58;Already in Retirement;F;44 Ocean Avenue;Little River;SC;29566;20334;9544;684
1091;Freya Garcia;1976-07-01;47;61;Not in Retirement;F;57799 Oak Boulevard;Buffalo;NY;14211;24917;36101;693
1092;Nicole Ajami;1980-12-01;43;67;Not in Retirement;F;1533 Martin Luther King Lane;South Beloit;IL;61080;44344;82822;744
1093;Courtney Jones;1982-01-01;41;68;Not in Retirement;F;377 Mountain View Drive;Ava;IL;62907;34311;61776;705
1094;Dallas Abe;1962-03-01;61;62;Not in Retirement;M;252 Eighth Lane;Saint Albans;WV;25177;35239;43270;726
1095;Dallas Ajami;1964-04-01;59;66;Not in Retirement;M;959 Tenth Street;Mokelumne Hill;CA;95245;37147;0;703
1096;Averi Taylor;1970-02-01;53;64;Not in Retirement;F;61674 Elm Drive;Lebanon;OR;97355;34671;55643;786
1097;Colby Myers;1962-10-01;61;69;Not in Retirement;M;936 12th Street;Pasadena;MD;21122;61173;71422;692
1098;Bria Ortiz;1964-09-01;59;72;Not in Retirement;F;919 Ocean View Lane;Manteca;CA;95337;47643;45706;764
1099;Layla Kelly;1959-06-01;64;61;Already in Retirement;F;498 Elm Lane;Kingman;AZ;86401;34895;56622;820
1100;Oakley Harris;1956-02-01;67;68;Not in Retirement;F;25 Elm Street;Keller;TX;76248;1785;2892;732
1101;Zachariah Fernandez;1921-11-01;102;69;Already in Retirement;M;468 Spruce Street;Vacaville;CA;95687;33869;370;821
1102;Giovanna Reyes;1943-01-01;80;68;Already in Retirement;F;6864 Norfolk Boulevard;Warner Robins;GA;31088;31066;20902;712
1103;Armani Hill;1982-05-01;41;68;Not in Retirement;F;345 George Street;Garland;TX;75044;55172;96779;629
1104;Carolyn Reyes;1966-02-01;57;60;Not in Retirement;F;72990 Second Drive;Hickman;NE;68372;46956;94340;610
1105;Rory El-Mafouk;1966-07-01;57;61;Not in Retirement;M;5886 Ninth Boulevard;Scottsdale;AZ;85260;74012;93119;681
1106;Atlas Evans;1987-03-01;36;68;Not in Retirement;M;69080 Spruce Street;Houston;TX;77035;40887;50734;688
1107;Legend Thomas;1987-11-01;36;65;Not in Retirement;M;6415 Sussex Lane;Milton;PA;17847;34531;60156;703
1108;Maisie James;2001-07-01;22;67;Not in Retirement;F;243 Forest Lane;Howard Beach;NY;11414;53995;154800;673
1109;Destiny Fu;1951-06-01;72;64;Already in Retirement;F;478 Hill Avenue;Marietta;GA;30067;63502;24100;638
1110;Romeo Fisher;1969-02-01;54;67;Not in Retirement;M;849 Littlewood Drive;Lubbock;TX;79414;33178;92366;671
1111;Zain Ramirez;1935-04-01;88;65;Already in Retirement;M;402 El Camino Drive;Bradenton;FL;34212;44690;2249;733
1112;Melody Nelson;1963-03-01;60;61;Not in Retirement;F;6134 Littlewood Lane;Gulfport;MS;39503;39409;52076;599
1113;David Fu;2000-05-01;23;63;Not in Retirement;M;29894 Martin Luther King Lane;Clearwater;FL;33755;33080;55066;692
1114;Musa Williams;1965-08-01;58;64;Not in Retirement;M;52 Sixth Boulevard;Alpharetta;GA;30005;89152;162012;675
1115;Lydia Moore;1950-02-01;73;70;Already in Retirement;F;888 Lincoln Street;Duluth;MN;55807;27772;14408;788
1116;Mohamed Hall;1954-01-01;69;65;Already in Retirement;M;5238 Plum Street;San Martin;CA;95046;44137;22392;626
1117;Daniella Parker;1954-02-01;69;69;Not in Retirement;F;7888 Fourth Street;Vanceboro;NC;28586;30265;36789;814
1118;Gary Peterson;1965-01-01;58;69;Not in Retirement;M;2100 Summit Street;Houston;TX;77031;37534;99840;706
1119;Kase Chen;1998-11-01;25;67;Not in Retirement;M;3900 Rose Street;Winslow;AZ;86047;32345;61066;730
1120;Adrian Rogers;1981-03-01;42;70;Not in Retirement;M;2750 Rose Boulevard;Postville;IA;52162;27183;58323;637
1121;Harlow Green;1967-08-01;56;71;Not in Retirement;F;869 Little Creek Lane;Holland;MI;49423;38487;49725;691
1122;Melody Masvidal;1950-04-01;73;69;Already in Retirement;F;131 Tenth Avenue;Urbandale;IA;50322;33642;20874;593
1123;Trinity Campbell;1968-12-01;55;67;Not in Retirement;F;3722 Valley Boulevard;El Paso;TX;79902;34302;84935;651
1124;Arianna Clark;1988-09-01;35;67;Not in Retirement;F;775 Lexington Boulevard;Georgetown;TX;78626;42754;60172;656
1125;Cassidy Hill;1995-04-01;28;69;Not in Retirement;F;4020 Littlewood Street;South Park;PA;15129;51045;127864;772
1126;Jonas Baker;1935-08-01;88;69;Already in Retirement;M;463 12th Street;Gwynn Oak;MD;21207;24055;0;733
1127;Mayson Collins;1991-12-01;32;68;Not in Retirement;M;243 Wessex Avenue;San Marcos;CA;92069;45021;77559;689
1128;Edgar Cox;2001-05-01;22;55;Not in Retirement;M;2819 Littlewood Lane;York;PA;17406;46878;60121;578
1129;Emberly Young;1937-09-01;86;66;Already in Retirement;F;9952 South Lane;East Hartford;CT;6108;22726;1692;784
1130;Khari Sadr;1970-04-01;53;65;Not in Retirement;M;2379 Forest Lane;Oceanside;CA;92058;34449;36540;686
1131;Jakob Hall;1983-12-01;40;66;Not in Retirement;M;7121 Fourth Avenue;Cassville;MO;65625;28334;0;700
1132;Vanessa Anderson;1988-08-01;35;67;Not in Retirement;F;761 Main Avenue;Snohomish;WA;98290;57166;111755;737
1133;Mariana Braun;1961-01-01;62;67;Not in Retirement;F;535 Grant Boulevard;Edinburgh;IN;46124;35854;49101;850
1134;Kallie Rodriguez;1980-07-01;43;71;Not in Retirement;F;135 Littlewood Avenue;Oceanside;CA;92056;44958;91549;787
1135;Macie Macron;1958-02-01;65;72;Not in Retirement;F;8323 Catherine Boulevard;Jefferson;NC;28640;28988;13351;694
1136;Casey El-Mafouk;1966-05-01;57;65;Not in Retirement;M;7571 George Street;Washington Court House;OH;43160;33729;0;763
1137;Alfonso Carter;1988-05-01;35;69;Not in Retirement;M;766 Catherine Boulevard;Fredericksburg;VA;22405;59455;96224;557
1138;Keagan Long;2002-02-01;21;70;Not in Retirement;M;76 Grant Lane;Brooklyn;NY;11210;47543;124177;667
1139;Addisyn Gomez;1980-04-01;43;65;Not in Retirement;F;871 12th Lane;Woodbridge;VA;22191;54273;110237;789
1140;Adelyn Sullivan;1942-06-01;81;71;Already in Retirement;F;6335 Rose Lane;Carson City;NV;89706;38692;8902;596
1141;Rene Fisher;1965-11-01;58;69;Not in Retirement;M;0 Ocean Boulevard;Mckeesport;PA;15132;29898;19719;714
1142;Tinley Chen;1998-01-01;25;60;Not in Retirement;F;566 Hillside Street;Holiday;FL;34691;31443;52826;676
1143;Koda Reed;1977-02-01;46;65;Not in Retirement;M;8061 Spruce Drive;Rolla;MO;65401;35538;71591;747
1144;Ameer Turner;1976-12-01;47;67;Not in Retirement;M;924 First Drive;El Paso;TX;79912;50174;145300;643
1145;Anton White;1995-06-01;28;57;Not in Retirement;M;9226 Tenth Boulevard;Fairfax;VA;22033;87436;135294;845
1146;Aspen Martinez;1986-11-01;37;67;Not in Retirement;F;3550 Sixth Boulevard;Novato;CA;94947;61846;12525;722
1147;Makenzie Rogers;1997-07-01;26;62;Not in Retirement;F;777 Valley Stream Lane;Chicago;IL;60623;24369;37437;575
1148;Willie Farhad;1993-10-01;30;68;Not in Retirement;M;55 Madison Drive;Bridgeport;TX;76426;44470;66413;721
1149;Lionel Bailey;1991-12-01;32;65;Not in Retirement;M;1963 Summit Lane;Fort Lauderdale;FL;33312;42806;49194;712
1150;Alina Harris;1950-12-01;73;66;Already in Retirement;F;20 Oak Street;Yorba Linda;CA;92886;99825;4344;685
1151;Kyleigh Watson;1975-05-01;48;66;Not in Retirement;F;8659 El Camino Street;Hamilton;OH;45013;39898;43630;682
1152;Octavia Miller;1980-12-01;43;70;Not in Retirement;F;470 11th Lane;Indianapolis;IN;46237;49412;42378;830
1153;Alfred Powell;1997-08-01;26;68;Not in Retirement;M;6614 Ninth Boulevard;Manchester;TN;37355;33337;71679;712
1154;Milan Sanchez;1961-04-01;62;57;Already in Retirement;F;9384 Lake Street;Revere;MA;2151;17078;25245;719
1155;Alaina Allen;1992-02-01;31;66;Not in Retirement;F;9706 Mountain View Street;Tucson;AZ;85741;43826;84935;823
1156;Maisie Edwards;1968-10-01;55;66;Not in Retirement;F;29693 Bayview Drive;Ladera Ranch;CA;92694;97845;255288;836
1157;Harry Ryan;1964-02-01;59;65;Not in Retirement;M;8943 11th Drive;Bristol;TN;37620;36285;67244;759
1158;Kathryn Harris;1988-09-01;35;60;Not in Retirement;F;9633 Mill Lane;Aurora;CO;80013;50666;102318;617
1159;Marley Anwar;1968-07-01;55;68;Not in Retirement;F;5537 Eighth Street;Minneapolis;MN;55419;82298;182301;789
1160;Khalid Masvidal;1994-08-01;29;71;Not in Retirement;M;99791 12th Boulevard;Round Rock;TX;78681;64917;102747;689
1161;Yamileth Taylor;1993-07-01;30;54;Not in Retirement;F;541 Federal Avenue;Saint Petersburg;FL;33705;36909;102869;821
1162;Trevor Jones;1995-06-01;28;70;Not in Retirement;M;5458 Spruce Street;San Diego;CA;92122;71054;106595;767
1163;Malaya Lee;1936-09-01;87;66;Already in Retirement;F;7978 Main Lane;Gonzales;LA;70737;16620;1140;804
1164;Rowan Richardson;1974-12-01;49;66;Not in Retirement;F;238 Ocean View Lane;Whittier;CA;90603;57027;21798;709
1165;Vicente Sanders;2001-10-01;22;71;Not in Retirement;M;3699 Lafayette Avenue;Omaha;NE;68107;28950;61297;609
1166;Zaylee Butler;1969-03-01;54;69;Not in Retirement;F;9061 Grant Avenue;Alpharetta;GA;30022;1426;3154;680
1167;Quentin Rogers;1964-11-01;59;72;Not in Retirement;M;7680 Fourth Street;Batesville;MS;38606;31308;59817;742
1168;Wilson Morales;1993-05-01;30;64;Not in Retirement;M;345 Elm Avenue;Palm Coast;FL;32164;29658;45750;589
1169;Emanuel Gutierrez;1971-09-01;52;65;Not in Retirement;M;9 Fourth Drive;Newburgh;NY;12550;46408;0;847
1170;Myra Faraday;1980-04-01;43;63;Not in Retirement;F;396 Park Street;Glade Valley;NC;28627;23307;31064;789
1171;Sariah Fisher;1988-03-01;35;69;Not in Retirement;F;4238 Birch Lane;Wildersville;TN;38388;29433;61260;693
1172;London Nguyen;1992-06-01;31;69;Not in Retirement;M;581 Seventh Drive;Henderson;NV;89012;61222;142541;779
1173;Camryn Morris;1973-05-01;50;68;Not in Retirement;F;539 Pine Boulevard;Panama City;FL;32405;39770;72827;711
1174;Zoie Morgan;1971-09-01;52;66;Not in Retirement;F;9716 Third Lane;Reno;NV;89511;78180;102759;740
1175;Demetrius Walker;1991-01-01;32;67;Not in Retirement;M;202 Washington Drive;Pierre Part;LA;70339;47317;42433;680
1176;Michael Abe;1979-01-01;44;58;Not in Retirement;M;1036 Spruce Street;Gooding;ID;83330;30432;101847;624
1177;Titan Harris;1980-05-01;43;70;Not in Retirement;M;546 First Avenue;Maryville;MO;64468;37165;0;771
1178;Darwin Diaz;1973-12-01;50;66;Not in Retirement;M;5659 Park Avenue;Barberton;OH;44203;36405;31815;715
1179;Yousef El-Mafouk;1989-12-01;34;61;Not in Retirement;M;334 Rose Boulevard;Lanham;MD;20706;47916;69567;612
1180;Bobby Morgan;1967-05-01;56;67;Not in Retirement;M;262 First Lane;Merrill;WI;54452;40177;47012;698
1181;Colette Phillips;1971-02-01;52;68;Not in Retirement;F;253 West Drive;Burlington;WA;98233;39969;68456;713
1182;Cannon Myers;1975-09-01;48;61;Not in Retirement;M;33 Seventh Boulevard;Alachua;FL;32615;44816;63043;625
1183;Niko Labelle;1988-01-01;35;59;Not in Retirement;M;835 Main Avenue;La Mirada;CA;90638;50658;72806;764
1184;Jaxxon Smith;1998-08-01;25;68;Not in Retirement;M;125 First Avenue;Antioch;TN;37013;41260;80574;682
1185;Reese Morgan;1965-03-01;58;58;Not in Retirement;M;90 Sussex Drive;Jamaica;NY;11434;42332;75213;616
1186;Marlee Ramirez;1946-01-01;77;67;Already in Retirement;F;528 Lake Drive;Belleville;IL;62226;23011;30510;721
1187;Jefferson Gomez;1955-04-01;68;61;Already in Retirement;M;66 Grant Lane;Morrisville;PA;19067;87317;41998;773
1188;Liana Bailey;1947-09-01;76;65;Already in Retirement;F;521 Main Lane;Colorado Springs;CO;80913;25243;18006;730
1189;Joanna Roberts;1996-02-01;27;70;Not in Retirement;F;18360 Valley Avenue;Orange;CA;92867;58893;113715;666
1190;Craig Roberts;1995-07-01;28;69;Not in Retirement;M;3221 Tenth Lane;Sewell;NJ;8080;64319;0;757
1191;Conner Johnson;1972-08-01;51;63;Not in Retirement;M;16893 Fifth Avenue;Mesquite;TX;75149;36319;44737;730
1192;Charles Clark;1980-09-01;43;66;Not in Retirement;M;253 Lexington Avenue;Newport News;VA;23602;43192;33517;739
1193;Sawyer Wright;1974-02-01;49;58;Not in Retirement;M;95612 South Street;Brandon;MS;39042;45476;67636;506
1194;Billy Phillips;1988-08-01;35;68;Not in Retirement;M;6606 Sixth Drive;Cheyenne;WY;82001;41297;34703;685
1195;Holland Braun;1975-01-01;48;63;Not in Retirement;F;96493 Valley Stream Avenue;Bethlehem;CT;6751;54384;69717;622
1196;Amina Perry;1977-02-01;46;68;Not in Retirement;F;754 South Avenue;Marion Center;PA;15759;32770;103262;641
1197;Adrianna Morales;1993-08-01;30;66;Not in Retirement;F;5594 12th Drive;Culver City;CA;90230;61104;79486;721
1198;Lane Labelle;1964-09-01;59;67;Not in Retirement;M;203 Valley Lane;Mosinee;WI;54455;47334;87775;701
1199;Iris Long;1952-07-01;71;69;Already in Retirement;F;5456 Ninth Avenue;Philadelphia;PA;19116;43828;60231;711
1200;Emely Bell;1972-07-01;51;69;Not in Retirement;F;646 South Lane;Reedsville;OH;45772;33883;50616;524
1201;Van Clark;1975-09-01;48;72;Not in Retirement;M;5521 Spruce Avenue;Montgomery;AL;36106;50993;75783;675
1202;Zane Bailey;1971-09-01;52;66;Not in Retirement;M;829 Grant Boulevard;Oswego;NY;13126;41690;69869;763
1203;June Ortiz;1991-01-01;32;66;Not in Retirement;F;331 Essex Drive;Schaumburg;IL;60194;54122;166903;796
1204;Adan Howard;1963-03-01;60;66;Not in Retirement;M;5651 North Boulevard;Greenbelt;MD;20770;53966;135478;747
1205;Cecilia Ortiz;2000-01-01;23;65;Not in Retirement;F;599 Hillside Drive;Telford;PA;18969;53569;79540;623
1206;Tatum Masvidal;1952-05-01;71;70;Already in Retirement;M;172 Third Lane;Chandler;AZ;85226;65362;27745;743
1207;Donovan Diaz;1961-11-01;62;72;Not in Retirement;M;250 Hillside Drive;Millersburg;OH;44654;27035;58050;595
1208;Aiden Labelle;1981-06-01;42;74;Not in Retirement;M;190 Burns Avenue;Wooster;OH;44691;38663;59053;686
1209;Maleah Jenkins;1998-02-01;25;65;Not in Retirement;F;637 Main Avenue;Lakewood;CA;90715;44740;103896;651
1210;Nova Morris;1976-09-01;47;70;Not in Retirement;F;534 Sixth Boulevard;Harvey;LA;70058;38994;0;728
1211;Aleah Torres;1965-10-01;58;67;Not in Retirement;F;3067 First Street;Dover;OH;44622;38318;93284;748
1212;Audrey Lee;1977-11-01;46;73;Not in Retirement;F;8027 Main Drive;Mesquite;TX;75150;37623;923;726
1213;Edward Cruz;1987-10-01;36;65;Not in Retirement;M;702 Grant Drive;San Ramon;CA;94583;2365;0;769
1214;Karina Leroux;1969-12-01;54;65;Not in Retirement;F;477 Madison Lane;Daly City;CA;94014;48428;72566;654
1215;Brycen Bell;1961-11-01;62;66;Not in Retirement;M;50 Spruce Street;Sacramento;CA;95823;31177;18859;689
1216;Beckham Lopez;1981-10-01;42;69;Not in Retirement;M;4232 Grant Drive;Leakesville;MS;39451;38223;30756;725
1217;Mckinley Young;1966-09-01;57;64;Not in Retirement;F;634 Grant Boulevard;Atlanta;GA;30312;61490;116180;647
1218;Mercy Phillips;1978-10-01;45;78;Not in Retirement;F;9872 Lexington Street;Alpharetta;GA;30004;92017;157723;703
1219;Ronan Thomas;1976-12-01;47;69;Not in Retirement;M;85 East Drive;El Paso;TX;79904;25109;92;850
1220;Fox Martinez;1975-05-01;48;68;Not in Retirement;M;310 Bayview Boulevard;Saint Louis;MO;63112;40522;81572;801
1221;Koa Thompson;1973-04-01;50;67;Not in Retirement;M;5692 Jefferson Boulevard;Hurst;TX;76054;63030;93406;791
1222;Braylon Cox;1958-07-01;65;65;Not in Retirement;M;8794 Catherine Lane;Shelbyville;IN;46176;37362;21600;703
1223;Colson Nguyen;1967-07-01;56;68;Not in Retirement;M;9028 Valley Stream Avenue;Albany;NY;12203;55059;162462;735
1224;Frida Burns;1970-12-01;53;67;Not in Retirement;F;676 Bayview Street;Bothell;WA;98021;67743;67132;752
